relative_time,AccX,AccY,AccZ
15067,-4.134869575500488,-8.739011764526367,-1.4341557025909424
15107,-3.4261715412139893,-8.77492618560791,-1.429367184638977
15146,-3.430960178375244,,
15147,,-9.672769546508789,-1.415001630783081
15187,-4.678364276885986,,
15189,,-10.434141159057617,-1.333597183227539
15227,-5.528323173522949,-11.442120552062988,-0.3423777222633362
15267,-4.649633407592773,-11.487610816955566,
15268,,,1.5227429866790771
15308,-2.8778884410858154,-11.494793891906738,1.5730221271514893
15348,-0.9169977307319641,-13.599339485168457,0.25857898592948914
15388,-0.9313632249832153,-14.456480979919434,0.22027099132537842
15431,-2.700713872909546,-14.427749633789062,0.23942498862743378
15469,-2.6648001670837402,-12.646428108215332,0.16041474044322968
15514,-1.3958476781845093,-9.869097709655762,-0.6057451963424683
15549,-1.37429940700531,,
15550,,-7.678359508514404,0.2944927513599396
15590,-0.5363119840621948,-6.430955410003662,0.27294448018074036
15630,-0.502792477607727,-6.356733322143555,0.2705502510070801
15671,-2.126093864440918,-6.311242580413818,
15672,,,2.183555841445923
15713,-3.217871904373169,-6.342368125915527,2.2553834915161133
15750,-5.197916507720947,-7.494002342224121,3.3327958583831787
15792,-6.706294059753418,-11.8659029006958,
15793,,,2.595366954803467
15832,-3.5339128971099854,-11.255369186401367,4.211485385894775
15873,-0.057461999356746674,-9.19391918182373,1.3575396537780762
15915,-2.6648001670837402,-11.60971736907959,-0.25857898592948914
15953,-4.635267734527588,-11.669573783874512,-0.23942498862743378
15997,-3.5817978382110596,-10.546670913696289,-0.3184352219104767
16033,-3.5075759887695312,-9.742202758789062,-0.25618472695350647
16073,-3.5099704265594482,-9.687134742736816,-0.25857898592948914
16113,-3.600951910018921,-8.760560035705566,-0.2226652354001999
16154,-4.527526378631592,-7.592166423797607,0.543494701385498
16197,-4.52992057800293,-6.7158708572387695,
16198,,,0.502792477607727
16235,-4.450910568237305,-5.923374176025391,0.48603272438049316
16281,-4.417390823364258,,
16282,,-5.999990463256836,0.5482832193374634
16315,-5.425370216369629,-7.35034704208374,2.5474817752838135
16355,-6.237020969390869,-9.438133239746094,3.4549026489257812
16397,-6.15322208404541,-11.739006996154785,2.700713872909546
16436,-6.143645286560059,-13.537089347839355,
16437,,,1.8004759550094604
16481,-6.083788871765137,-13.553848266601562,1.0127676725387573
16516,-4.687941074371338,-11.633660316467285,1.0965664386749268
16557,-3.4429314136505127,-9.737414360046387,1.7932931184768677
16597,-2.403826951980591,-8.93294620513916,1.7956874370574951
16638,-2.403826951980591,-6.732630729675293,1.7837162017822266
16681,-2.4349522590637207,-6.646437644958496,1.0151619911193848
16718,-3.67517352104187,-5.755776882171631,
16719,,,0.9624884724617004
16758,-3.6727793216705322,-6.8260064125061035,
16759,,,0.9912194609642029
16798,-3.6727793216705322,-6.9121994972229,1.060652732849121
16839,-2.7629644870758057,,
16840,,-6.940930366516113,2.1356709003448486
16881,-1.9465252161026,-8.559443473815918,2.999995231628418
16919,-3.0933709144592285,-11.928153038024902,1.156422734260559
16960,-4.537103652954102,-11.9927978515625,2.1428537368774414
17000,-4.561046123504639,-13.405405044555664,1.350356936454773
17040,-3.8044631481170654,,
17041,,-13.359914779663086,-0.3543489873409271
17082,-3.73742413520813,-12.363906860351562,-0.3974454700946808
17121,-3.727847099304199,-11.463668823242188,-0.3088582456111908
17163,-3.6943275928497314,-9.995993614196777,0.6057451963424683
17201,-3.67517352104187,-8.25537395477295,0.550677478313446
17242,-3.6991159915924072,-7.431751728057861,0.5363119840621948
17282,-3.73742413520813,-7.438934326171875,0.5889855027198792
17322,-3.7158758640289307,-7.3718953132629395,1.3695108890533447
17364,-3.6392598152160645,-6.48602294921875,1.3862706422805786
17403,-4.606536865234375,-7.709484577178955,1.429367184638977
17447,-5.743805408477783,-10.747787475585938,2.181161642074585
17483,-5.681554794311523,-13.02471923828125,2.128488063812256
17524,-5.609727382659912,-13.058238983154297,1.4197901487350464
17564,-5.542688369750977,-13.81482219696045,1.501194715499878
17604,-4.812442302703857,-11.968854904174805,2.1859500408172607
